age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,ID,y
55,management,married,unknown,no,831,yes,yes,telephone,27,jan,100,1,100,6,failure,42747,no
48,blue-collar,married,secondary,no,578,yes,no,cellular,2,feb,70,1,250,1,failure,29034,no
38,blue-collar,single,secondary,no,0,no,no,cellular,13,aug,255,2,105,1,failure,40950,no
56,services,married,secondary,no,-229,no,yes,cellular,23,jul,55,10,-1,0,unknown,16446,no
49,blue-collar,married,primary,no,226,yes,no,unknown,19,jun,326,5,-1,0,unknown,11639,no
29,services,single,unknown,no,33,no,no,unknown,1,jul,161,1,-1,0,unknown,12460,no
45,technician,married,tertiary,no,12766,no,no,cellular,22,aug,129,3,-1,0,unknown,22565,no
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,nov,252,1,168,4,failure,27220,no
31,blue-collar,married,primary,no,63,yes,no,cellular,12,may,256,1,-1,0,unknown,36604,no
46,admin.,divorced,secondary,no,984,yes,no,cellular,12,may,181,4,369,5,failure,36914,no
75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,42326,yes
46,admin.,divorced,primary,no,1807,yes,no,cellular,11,may,62,3,339,2,failure,36017,no
43,technician,divorced,secondary,no,1612,no,no,cellular,28,aug,119,2,95,3,success,41318,no
50,admin.,married,secondary,no,715,no,no,cellular,28,aug,131,13,-1,0,unknown,23442,no
58,technician,married,secondary,no,950,yes,no,cellular,8,may,49,1,303,1,failure,35709,no
36,management,divorced,tertiary,yes,20,no,yes,unknown,24,jun,62,5,-1,0,unknown,12268,no
25,blue-collar,single,primary,no,292,yes,yes,cellular,18,may,1027,2,-1,0,unknown,39197,yes
30,technician,single,secondary,no,8826,yes,no,cellular,20,apr,90,3,151,3,other,33491,no
45,management,married,tertiary,no,3370,no,no,unknown,12,jun,36,3,-1,0,unknown,10281,no
35,blue-collar,married,primary,no,914,yes,no,unknown,27,may,374,9,-1,0,unknown,6528,no
28,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183,2,-1,0,unknown,12348,yes
39,self-employed,married,secondary,no,254,no,no,cellular,21,nov,292,3,-1,0,unknown,27495,no
52,technician,divorced,secondary,no,409,yes,no,unknown,15,may,73,7,-1,0,unknown,3638,no
48,retired,married,secondary,no,67,no,no,telephone,14,jul,251,2,-1,0,unknown,14329,no
44,blue-collar,married,primary,no,353,yes,no,unknown,13,may,705,1,-1,0,unknown,2416,no
25,student,single,secondary,no,319,yes,no,cellular,20,apr,48,3,-1,0,unknown,33447,no
39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,20,may,253,1,-1,0,unknown,4483,no
32,blue-collar,married,primary,no,885,yes,no,unknown,21,may,127,2,-1,0,unknown,5033,no
34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other,30807,yes
32,management,married,tertiary,no,1014,no,no,cellular,20,aug,194,6,-1,0,unknown,21952,no
53,blue-collar,married,unknown,no,0,no,no,cellular,21,aug,150,2,-1,0,unknown,22100,no
53,admin.,single,secondary,no,654,no,no,unknown,10,jul,67,1,-1,0,unknown,44125,yes
57,housemaid,married,primary,no,260,yes,no,unknown,16,may,38,3,-1,0,unknown,3842,no
32,admin.,divorced,secondary,no,-417,no,no,unknown,30,may,25,5,-1,0,unknown,7950,no
21,student,single,unknown,no,762,no,no,cellular,24,jun,288,1,-1,0,unknown,43982,no
54,management,married,primary,no,879,yes,no,unknown,13,may,191,1,-1,0,unknown,2452,no
55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,10,-1,0,unknown,20680,yes
44,technician,married,secondary,no,945,yes,no,cellular,4,aug,190,1,-1,0,unknown,18968,no
42,housemaid,married,primary,no,0,no,yes,unknown,5,jun,48,2,-1,0,unknown,9111,no
40,management,married,tertiary,no,193,no,no,cellular,18,aug,105,6,-1,0,unknown,21240,no
46,admin.,single,secondary,no,533,no,no,cellular,22,may,71,1,-1,0,unknown,39421,no
56,technician,single,secondary,no,751,yes,no,cellular,15,may,43,8,177,5,failure,38594,no
56,retired,divorced,primary,no,1177,no,no,cellular,30,jul,39,2,-1,0,unknown,17892,no
27,admin.,single,secondary,no,-34,no,yes,cellular,21,jul,171,2,-1,0,unknown,15686,no
52,housemaid,married,primary,no,135,no,no,cellular,8,aug,172,9,-1,0,unknown,19843,no
37,blue-collar,divorced,secondary,no,625,yes,no,cellular,15,may,68,4,359,2,failure,38677,no
58,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52,3,172,3,other,24802,no
47,services,married,secondary,no,759,yes,no,telephone,8,may,75,1,323,2,failure,35812,no
37,blue-collar,married,primary,no,-137,yes,no,cellular,15,may,800,5,-1,0,unknown,38647,no
49,technician,single,secondary,no,0,yes,no,cellular,26,may,223,1,-1,0,unknown,39613,no
46,blue-collar,married,primary,no,3969,no,no,telephone,7,jul,46,5,-1,0,unknown,12918,no
28,services,married,secondary,no,7,yes,yes,cellular,14,jul,226,4,-1,0,unknown,14311,no
27,blue-collar,single,secondary,no,0,yes,no,unknown,7,may,191,4,-1,0,unknown,1078,no
37,services,single,secondary,no,174,yes,no,cellular,2,feb,134,1,271,2,failure,29077,no
35,technician,single,tertiary,no,364,no,yes,cellular,9,jul,247,3,-1,0,unknown,13630,no
55,blue-collar,married,primary,no,2171,no,no,unknown,5,jun,138,2,-1,0,unknown,9280,no
32,admin.,married,secondary,no,337,no,no,cellular,15,may,51,3,368,1,failure,38636,no
31,technician,single,secondary,no,826,yes,no,cellular,12,aug,246,2,-1,0,unknown,20415,no
35,blue-collar,single,secondary,yes,-177,yes,yes,cellular,7,may,193,1,-1,0,unknown,35249,no
40,management,single,secondary,no,900,yes,no,cellular,30,jul,84,2,-1,0,unknown,18237,no
33,unknown,married,secondary,no,335,no,no,cellular,11,aug,566,7,-1,0,unknown,20397,no
29,management,married,tertiary,no,125,no,no,cellular,30,apr,130,2,-1,0,unknown,34009,no
34,technician,divorced,secondary,no,1301,yes,no,cellular,25,jul,124,2,-1,0,unknown,17077,no
47,blue-collar,married,secondary,no,2944,no,no,cellular,21,nov,57,7,154,5,failure,27130,no
43,blue-collar,married,primary,yes,-635,yes,no,unknown,20,may,37,9,-1,0,unknown,4631,no
55,admin.,divorced,secondary,no,1872,no,no,cellular,27,may,76,3,103,5,success,39716,no
25,student,single,secondary,no,125,no,no,cellular,9,feb,215,1,92,2,success,42957,yes
40,blue-collar,married,primary,no,-616,yes,no,cellular,21,nov,182,1,157,2,failure,27334,no
45,admin.,married,secondary,no,14,no,yes,cellular,18,may,8,9,353,5,failure,39249,no
55,services,divorced,secondary,yes,1,yes,no,unknown,5,may,208,1,-1,0,unknown,80,no
33,technician,married,secondary,no,575,no,yes,cellular,4,feb,254,2,-1,0,unknown,29913,no
49,management,married,tertiary,no,5795,yes,no,cellular,17,apr,75,1,-1,0,unknown,32733,no
30,unknown,single,primary,no,13052,no,no,unknown,4,jun,140,1,-1,0,unknown,8829,no
34,management,divorced,tertiary,no,2240,no,no,cellular,8,sep,220,2,184,3,success,44730,yes
35,management,married,tertiary,no,2374,yes,yes,cellular,20,jul,174,2,215,6,other,44238,no
61,unknown,married,tertiary,no,50,no,no,unknown,19,jun,216,2,-1,0,unknown,11614,no
50,management,married,tertiary,no,396,no,no,unknown,11,jun,62,2,-1,0,unknown,10067,no
57,admin.,married,secondary,no,169,no,no,cellular,30,apr,319,1,86,1,success,33992,no
29,services,single,secondary,no,487,yes,yes,unknown,9,may,176,2,-1,0,unknown,2007,no
27,entrepreneur,single,tertiary,no,0,yes,no,unknown,4,jun,103,2,-1,0,unknown,8837,no
33,technician,single,secondary,no,-363,yes,no,cellular,18,may,214,2,-1,0,unknown,39335,no
32,services,single,secondary,no,6857,no,no,cellular,6,aug,85,1,185,1,failure,40667,no
47,entrepreneur,divorced,secondary,no,2,yes,yes,cellular,29,jul,104,4,-1,0,unknown,17812,no
47,services,married,secondary,no,-553,yes,no,cellular,13,may,8,7,-1,0,unknown,36988,no
33,management,married,tertiary,no,78,yes,no,cellular,21,jul,856,1,-1,0,unknown,15642,no
46,blue-collar,single,tertiary,no,283,no,no,cellular,7,apr,299,1,-1,0,unknown,31713,yes
50,management,divorced,tertiary,no,356,no,no,cellular,8,may,198,2,358,5,other,35905,no
47,housemaid,divorced,primary,no,1405,no,no,unknown,12,jun,127,1,-1,0,unknown,10399,no
50,blue-collar,married,primary,no,2590,yes,no,telephone,20,nov,281,2,195,6,failure,26451,no
33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,apr,196,1,363,1,failure,43423,yes
57,management,married,tertiary,no,1318,no,no,cellular,16,oct,115,1,185,2,failure,41841,yes
35,blue-collar,divorced,unknown,no,172,no,no,unknown,11,oct,4,1,381,2,other,44984,no
49,entrepreneur,married,tertiary,no,221,yes,no,unknown,15,may,305,1,-1,0,unknown,3249,no
52,unknown,married,tertiary,no,1618,no,no,cellular,29,jan,184,2,-1,0,unknown,28420,no
34,technician,single,secondary,no,-269,yes,no,unknown,17,jun,102,3,-1,0,unknown,10989,no
35,management,single,tertiary,no,2975,no,no,cellular,8,aug,249,2,-1,0,unknown,19849,no
76,housemaid,married,primary,no,1483,no,no,cellular,2,aug,90,4,-1,0,unknown,44371,no
33,management,single,tertiary,no,2485,yes,no,cellular,2,nov,91,2,-1,0,unknown,42099,no
39,housemaid,single,primary,no,1340,no,no,unknown,18,jun,113,2,-1,0,unknown,11332,no
31,unemployed,married,secondary,no,314,yes,no,unknown,26,may,149,7,-1,0,unknown,6023,no
30,student,single,secondary,no,3096,no,no,cellular,26,jan,123,1,-1,0,unknown,42727,no
31,technician,married,secondary,no,1173,yes,no,cellular,14,jul,444,3,-1,0,unknown,14457,yes
27,technician,single,secondary,no,274,yes,no,cellular,16,apr,483,2,-1,0,unknown,32349,no
39,management,married,tertiary,no,9579,yes,no,cellular,18,nov,160,3,-1,0,unknown,25359,no
34,blue-collar,married,secondary,no,-1725,yes,no,unknown,27,may,452,2,-1,0,unknown,6469,no
30,admin.,married,tertiary,no,591,yes,no,cellular,17,aug,115,1,-1,0,unknown,41111,no
32,technician,single,secondary,no,210,yes,no,cellular,16,jul,298,2,-1,0,unknown,14760,no
46,technician,married,secondary,no,3434,no,yes,cellular,27,feb,115,1,-1,0,unknown,31192,yes
40,admin.,married,secondary,no,947,no,no,unknown,6,jun,160,1,-1,0,unknown,9694,no
42,entrepreneur,single,primary,no,103,yes,no,unknown,19,may,156,5,-1,0,unknown,4165,no
59,technician,married,tertiary,no,4445,no,no,unknown,11,jun,96,7,-1,0,unknown,10188,no
46,management,divorced,secondary,no,-852,no,yes,cellular,29,aug,728,2,-1,0,unknown,23919,no
26,management,single,tertiary,no,3178,no,no,cellular,2,jun,64,1,-1,0,unknown,39862,no
55,blue-collar,married,primary,no,81,yes,no,unknown,28,may,172,1,-1,0,unknown,6961,no
54,blue-collar,married,primary,no,-239,yes,no,unknown,23,may,29,1,-1,0,unknown,5518,no
41,technician,married,primary,no,141,yes,no,unknown,16,may,299,4,-1,0,unknown,4032,no
27,unemployed,single,secondary,no,268,yes,no,cellular,5,may,188,1,-1,0,unknown,34515,no
60,retired,married,primary,no,60,yes,no,unknown,5,may,219,1,-1,0,unknown,19,no
30,management,married,tertiary,no,105,no,no,cellular,8,aug,112,2,-1,0,unknown,19868,no
34,technician,single,secondary,no,1161,yes,no,unknown,21,may,192,1,-1,0,unknown,4834,no
36,blue-collar,married,unknown,no,3783,no,no,unknown,9,jun,113,1,-1,0,unknown,9735,no
32,admin.,married,secondary,no,57,no,yes,cellular,22,jul,50,2,-1,0,unknown,16075,no
46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,1529,1,397,1,failure,40761,no
33,management,married,tertiary,no,1399,no,no,cellular,12,aug,436,4,-1,0,unknown,20538,no
44,blue-collar,married,secondary,no,466,yes,yes,cellular,14,may,158,5,350,1,other,37961,no
47,services,married,secondary,no,-288,no,no,unknown,19,may,193,6,-1,0,unknown,4245,no
41,services,married,secondary,no,7509,no,no,unknown,19,jun,575,1,-1,0,unknown,11365,no
26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,18808,no
53,retired,married,primary,no,383,yes,no,unknown,14,may,171,1,-1,0,unknown,2889,no
35,self-employed,married,tertiary,no,182,no,yes,unknown,5,jun,379,1,-1,0,unknown,8967,no
29,technician,married,tertiary,no,-246,yes,no,unknown,6,jun,311,3,-1,0,unknown,9501,no
32,admin.,single,tertiary,no,725,no,no,cellular,27,aug,53,4,-1,0,unknown,23401,no
52,management,single,tertiary,no,597,no,no,cellular,25,aug,84,4,-1,0,unknown,22712,no
38,management,divorced,tertiary,no,539,yes,no,cellular,23,jul,161,1,-1,0,unknown,16261,no
53,self-employed,divorced,secondary,no,1287,no,no,unknown,20,jun,12,3,-1,0,unknown,12070,no
40,blue-collar,married,secondary,no,598,yes,no,cellular,31,jul,90,5,-1,0,unknown,18611,no
35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,-1,0,unknown,34474,no
41,technician,divorced,secondary,no,88,no,no,cellular,29,aug,88,2,-1,0,unknown,23991,no
33,technician,single,secondary,yes,-173,no,no,cellular,27,aug,342,4,-1,0,unknown,23269,no
44,housemaid,married,primary,yes,-972,yes,yes,unknown,16,may,114,2,-1,0,unknown,3726,no
61,housemaid,married,tertiary,no,746,no,no,cellular,7,aug,108,4,-1,0,unknown,19656,no
47,blue-collar,married,primary,no,468,no,no,cellular,21,aug,381,7,-1,0,unknown,22233,no
31,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,79,3,-1,0,unknown,25247,no
35,technician,married,secondary,no,5553,yes,no,cellular,6,apr,371,3,136,7,failure,31654,no
41,blue-collar,married,primary,no,241,yes,no,cellular,21,nov,48,1,-1,0,unknown,27188,no
47,management,married,tertiary,no,866,no,no,unknown,20,jun,7,7,-1,0,unknown,12238,no
31,services,married,secondary,no,593,yes,no,cellular,19,nov,391,2,-1,0,unknown,25852,no
39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown,40006,yes
38,admin.,divorced,secondary,no,308,yes,no,cellular,4,feb,197,1,274,1,failure,29763,no
40,blue-collar,married,secondary,no,755,no,no,cellular,17,nov,408,1,117,1,failure,24730,no
54,admin.,single,secondary,no,189,no,no,cellular,2,jun,95,5,-1,0,unknown,39931,no
46,services,married,secondary,no,2215,no,no,unknown,6,jun,222,2,-1,0,unknown,9700,no
35,management,married,tertiary,no,209,yes,no,cellular,17,nov,188,1,-1,0,unknown,24443,no
51,admin.,married,secondary,no,884,no,no,unknown,19,jun,50,1,-1,0,unknown,11403,no
61,retired,married,secondary,no,0,no,no,cellular,2,feb,75,1,-1,0,unknown,28948,no
51,management,married,tertiary,no,0,yes,yes,unknown,29,may,410,5,-1,0,unknown,7236,no
33,blue-collar,married,secondary,no,263,yes,no,unknown,21,may,206,3,-1,0,unknown,5104,no
46,entrepreneur,married,primary,no,8873,yes,no,cellular,19,nov,172,1,118,2,failure,25830,no
56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1064,1,-1,0,unknown,39493,yes
30,technician,single,secondary,yes,1,no,no,cellular,7,aug,407,4,-1,0,unknown,19617,no
50,admin.,single,secondary,no,1651,yes,no,unknown,26,may,41,2,-1,0,unknown,5696,no
35,services,married,secondary,no,630,yes,no,cellular,2,feb,134,1,271,2,failure,29228,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,28523,no
42,management,divorced,tertiary,no,238,no,no,cellular,25,sep,692,1,-1,0,unknown,41628,yes
39,blue-collar,married,secondary,yes,-345,yes,no,unknown,7,may,69,1,-1,0,unknown,934,no
32,blue-collar,married,secondary,no,257,yes,yes,cellular,29,jan,74,1,239,1,other,28143,no
26,services,single,secondary,no,212,yes,no,cellular,15,may,144,2,352,1,other,38414,no
36,blue-collar,married,secondary,no,21,yes,no,unknown,28,may,89,1,-1,0,unknown,6720,no
41,housemaid,married,primary,no,188,yes,yes,unknown,20,jun,10,14,-1,0,unknown,11980,no
50,management,single,tertiary,no,0,no,no,cellular,22,aug,128,4,-1,0,unknown,22477,no
32,blue-collar,married,secondary,no,598,yes,no,unknown,16,jun,179,2,-1,0,unknown,10551,no
31,blue-collar,single,secondary,no,512,yes,no,cellular,18,may,44,8,-1,0,unknown,38799,no
30,technician,married,secondary,yes,-1019,yes,no,unknown,5,jun,955,4,-1,0,unknown,9242,no
50,management,married,tertiary,no,3327,no,no,cellular,25,aug,74,7,-1,0,unknown,22777,no
26,admin.,married,unknown,no,4311,no,no,cellular,26,may,75,1,-1,0,unknown,39592,no
51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,aug,1226,3,-1,0,unknown,44540,yes
56,management,married,tertiary,no,25290,no,no,cellular,31,jul,81,12,-1,0,unknown,18257,no
77,retired,married,tertiary,no,1047,no,no,cellular,30,jun,108,5,-1,0,unknown,44046,no
37,blue-collar,divorced,secondary,no,-333,yes,no,unknown,27,may,345,1,-1,0,unknown,6366,no
35,management,married,tertiary,no,-196,yes,no,cellular,22,jul,216,2,-1,0,unknown,16152,no
48,management,married,secondary,no,3663,yes,no,telephone,7,may,25,5,169,1,failure,35137,no
51,housemaid,married,primary,no,605,no,no,cellular,28,aug,270,14,-1,0,unknown,23712,no
33,blue-collar,married,secondary,no,625,yes,no,unknown,28,may,410,1,-1,0,unknown,6965,no
34,technician,single,secondary,no,2683,no,no,cellular,28,jul,73,2,-1,0,unknown,17423,no
51,blue-collar,married,secondary,no,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,21436,no
33,blue-collar,married,secondary,no,-10,yes,no,unknown,6,may,123,1,-1,0,unknown,555,no
46,blue-collar,divorced,primary,no,916,yes,no,cellular,11,may,472,2,-1,0,unknown,36415,no
31,services,married,tertiary,no,585,yes,yes,unknown,20,may,272,2,-1,0,unknown,4610,no
29,technician,single,tertiary,no,354,yes,no,unknown,26,may,255,1,-1,0,unknown,5860,no
53,housemaid,divorced,secondary,no,292,no,no,unknown,12,jun,92,2,-1,0,unknown,10311,no
50,blue-collar,married,secondary,no,6288,no,no,cellular,28,aug,20,14,-1,0,unknown,23583,no
47,technician,divorced,secondary,no,157,yes,no,cellular,25,aug,163,8,-1,0,unknown,22826,no
31,admin.,single,secondary,no,507,yes,no,cellular,13,may,65,2,299,3,other,37448,no
40,technician,married,secondary,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,2922,no
57,technician,married,secondary,no,253,no,yes,unknown,3,jul,230,3,-1,0,unknown,12582,no
45,technician,single,secondary,no,-55,no,no,cellular,29,jan,78,3,197,1,failure,28575,no
66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,42834,yes
26,admin.,single,secondary,no,685,no,no,cellular,5,feb,388,1,-1,0,unknown,30326,no
47,unknown,married,unknown,no,677,no,no,cellular,7,aug,384,1,99,4,success,40726,no
39,management,married,tertiary,no,588,yes,yes,cellular,2,feb,2256,2,-1,0,unknown,29343,no
74,retired,divorced,primary,no,166,no,no,cellular,13,aug,99,1,-1,0,unknown,41008,no
40,technician,married,tertiary,no,206,no,no,cellular,23,apr,499,6,185,4,success,43527,yes
38,management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,23979,no
39,blue-collar,married,primary,no,52,no,no,cellular,13,aug,69,1,-1,0,unknown,20881,no
55,blue-collar,divorced,secondary,no,462,yes,no,cellular,20,apr,157,1,332,3,failure,33358,no
34,blue-collar,single,secondary,no,-42,yes,yes,unknown,3,jun,294,2,-1,0,unknown,8539,no
34,unemployed,single,secondary,no,1965,no,no,telephone,4,may,714,1,-1,0,unknown,43611,yes
40,unemployed,married,secondary,no,1289,no,no,cellular,26,may,260,2,-1,0,unknown,39556,no
46,management,married,tertiary,no,7485,no,no,cellular,23,sep,145,1,779,2,failure,44865,no
30,self-employed,single,tertiary,no,253,yes,no,unknown,23,may,167,4,-1,0,unknown,5507,no
54,management,married,tertiary,no,397,yes,no,cellular,11,may,102,1,-1,0,unknown,36368,no
49,blue-collar,married,primary,no,23,yes,no,unknown,23,may,247,1,-1,0,unknown,5533,no
30,blue-collar,divorced,primary,no,-258,yes,no,cellular,18,may,18,2,-1,0,unknown,39297,no
60,retired,married,secondary,no,1141,no,yes,cellular,8,jul,211,2,-1,0,unknown,13184,no
28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,43812,yes
36,services,divorced,secondary,no,241,yes,no,unknown,8,may,133,1,-1,0,unknown,1436,no
39,management,single,tertiary,no,0,no,no,cellular,25,aug,342,5,-1,0,unknown,22721,no
32,blue-collar,married,secondary,no,419,yes,no,cellular,20,apr,122,3,325,2,failure,33683,no
31,admin.,married,secondary,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,711,no
33,technician,single,tertiary,no,3827,no,no,cellular,20,nov,359,1,-1,0,unknown,26526,no
31,student,single,tertiary,no,479,yes,no,unknown,29,may,72,12,-1,0,unknown,7426,no
29,blue-collar,married,secondary,no,228,yes,no,cellular,11,may,12,8,342,9,failure,36094,no
26,blue-collar,divorced,secondary,no,241,yes,no,unknown,16,may,136,1,-1,0,unknown,3781,no
47,blue-collar,married,primary,no,1092,no,yes,unknown,30,may,41,8,-1,0,unknown,7938,no
42,entrepreneur,married,tertiary,no,337,yes,yes,cellular,18,nov,63,3,-1,0,unknown,25191,no
32,student,married,secondary,no,1694,yes,no,cellular,28,jan,929,1,-1,0,unknown,27969,no
59,self-employed,married,primary,no,0,yes,no,telephone,28,jul,97,2,-1,0,unknown,17354,no
24,admin.,single,secondary,no,1055,no,no,cellular,21,jul,338,1,-1,0,unknown,44249,no
41,blue-collar,married,unknown,no,1402,no,no,cellular,31,jul,33,14,-1,0,unknown,18764,no
42,technician,married,secondary,no,679,yes,no,cellular,11,may,146,2,-1,0,unknown,36253,no
36,student,single,secondary,no,3551,yes,no,telephone,15,may,134,9,-1,0,unknown,38601,no
40,blue-collar,married,unknown,no,-4,yes,no,unknown,7,may,311,1,-1,0,unknown,1007,no
45,retired,married,primary,no,1152,no,no,unknown,18,jun,234,2,-1,0,unknown,11278,no
44,management,married,secondary,no,488,no,yes,cellular,29,jan,138,2,183,11,failure,28528,no
30,blue-collar,single,secondary,no,4749,no,no,cellular,6,aug,220,2,-1,0,unknown,19240,no
25,student,single,secondary,no,1868,no,no,cellular,26,oct,259,1,103,2,other,45117,yes
60,unemployed,single,tertiary,no,361,no,no,cellular,5,feb,1837,1,-1,0,unknown,30345,no
45,self-employed,married,tertiary,no,240,no,no,cellular,28,aug,163,4,-1,0,unknown,23678,no
30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,41829,yes
41,management,married,tertiary,no,2251,no,no,cellular,26,aug,338,9,-1,0,unknown,22940,no
55,blue-collar,married,primary,no,400,no,no,cellular,21,aug,137,4,-1,0,unknown,22193,no
42,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown,36463,no
38,management,married,unknown,no,546,yes,no,cellular,7,may,437,3,351,2,failure,35476,no
58,admin.,married,primary,no,549,no,no,unknown,5,jun,82,2,-1,0,unknown,9282,no
29,unemployed,married,secondary,no,596,no,no,cellular,30,jan,510,2,-1,0,unknown,28837,no
74,retired,married,tertiary,no,6027,no,no,cellular,14,aug,233,2,-1,0,unknown,41037,no
32,management,single,tertiary,no,2059,no,no,cellular,4,feb,886,2,-1,0,unknown,29792,no
51,services,married,secondary,no,7,no,no,cellular,27,aug,18,18,-1,0,unknown,23346,no
40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success,40625,yes
60,admin.,married,secondary,no,504,no,no,unknown,16,jun,178,4,-1,0,unknown,10559,no
32,technician,married,secondary,no,11697,yes,no,unknown,20,may,296,1,-1,0,unknown,4584,no
44,blue-collar,married,primary,no,3057,yes,no,unknown,26,may,98,4,-1,0,unknown,5982,no
36,services,married,secondary,no,0,no,no,cellular,17,nov,94,1,-1,0,unknown,24460,no
43,unemployed,married,secondary,no,948,yes,no,cellular,20,apr,199,6,-1,0,unknown,33185,no
32,management,single,tertiary,no,23,no,no,cellular,22,may,137,2,-1,0,unknown,39423,no
52,retired,divorced,secondary,no,280,no,no,unknown,20,jun,8,12,-1,0,unknown,11961,no
38,technician,married,secondary,no,1828,no,no,unknown,16,jun,35,1,-1,0,unknown,10583,no
43,blue-collar,married,primary,no,2519,yes,no,cellular,16,apr,257,2,146,9,other,32367,no
28,blue-collar,married,primary,no,5542,yes,no,cellular,16,apr,404,1,-1,0,unknown,32233,no
36,management,divorced,tertiary,no,1406,yes,no,cellular,18,aug,266,4,-1,0,unknown,21263,no
43,blue-collar,married,primary,no,985,yes,no,cellular,16,apr,35,1,-1,0,unknown,32223,no
51,management,married,tertiary,no,583,no,no,cellular,26,may,109,1,-1,0,unknown,39609,no
57,unemployed,married,secondary,no,3754,no,no,cellular,5,feb,1063,2,-1,0,unknown,30492,yes
29,blue-collar,married,secondary,no,-20,yes,no,cellular,7,may,140,3,-1,0,unknown,35523,no
30,blue-collar,single,secondary,no,397,yes,no,unknown,28,may,536,7,-1,0,unknown,6857,no
36,services,single,secondary,no,5315,yes,no,cellular,3,feb,43,4,-1,0,unknown,29422,no
36,blue-collar,single,secondary,no,690,yes,no,unknown,23,may,86,2,-1,0,unknown,5216,no
39,admin.,divorced,secondary,no,112,no,no,cellular,16,sep,574,3,-1,0,unknown,44812,yes
45,blue-collar,married,secondary,no,771,yes,no,unknown,19,may,221,2,-1,0,unknown,4328,no
44,technician,married,tertiary,no,1933,no,no,cellular,5,jun,462,1,-1,0,unknown,40132,yes
31,admin.,married,secondary,no,873,yes,no,cellular,3,jul,147,2,233,4,failure,40455,no
60,retired,married,tertiary,no,2261,no,no,unknown,9,jun,245,1,-1,0,unknown,9918,no
37,management,married,tertiary,no,0,yes,no,unknown,12,may,346,4,-1,0,unknown,2077,no
37,blue-collar,married,primary,no,321,yes,no,unknown,7,may,228,2,-1,0,unknown,1090,no
45,entrepreneur,divorced,primary,no,888,yes,no,telephone,28,jul,63,6,-1,0,unknown,17152,no
34,blue-collar,married,primary,no,2320,yes,no,cellular,18,nov,63,1,-1,0,unknown,25132,no
32,management,married,tertiary,no,5910,no,no,cellular,26,aug,75,3,-1,0,unknown,23145,no
35,technician,single,tertiary,no,0,yes,no,telephone,28,aug,46,2,-1,0,unknown,23696,no
49,technician,divorced,secondary,no,57,no,no,cellular,21,aug,396,3,-1,0,unknown,22259,no
56,blue-collar,married,primary,no,563,no,no,telephone,16,jul,51,1,-1,0,unknown,14784,no
50,retired,married,secondary,no,1227,no,no,cellular,29,jan,380,2,-1,0,unknown,28382,no
59,retired,married,primary,no,143,yes,no,unknown,19,jun,11,1,-1,0,unknown,11424,no
38,management,divorced,secondary,no,257,yes,no,cellular,30,apr,435,1,-1,0,unknown,34078,yes
47,blue-collar,married,primary,no,1480,no,no,cellular,28,aug,460,5,-1,0,unknown,23715,no
52,unemployed,married,secondary,no,94,no,no,cellular,4,may,223,9,4,1,success,34231,no
40,unemployed,single,secondary,no,6,no,no,unknown,9,jun,134,3,-1,0,unknown,9978,no
45,housemaid,married,tertiary,no,0,no,no,unknown,9,jun,100,1,-1,0,unknown,9898,no
29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown,32077,yes
36,management,single,tertiary,no,2239,yes,yes,unknown,30,jun,93,3,-1,0,unknown,12416,no
48,technician,married,tertiary,no,2392,yes,no,cellular,18,jul,133,5,-1,0,unknown,15405,no
55,services,married,secondary,no,642,yes,no,cellular,11,jul,232,2,-1,0,unknown,14159,no
46,technician,divorced,tertiary,no,405,yes,no,unknown,15,may,231,1,-1,0,unknown,3312,no
